DateTime,Zone 1 Power Consumption,Zone 2  Power Consumption,Zone 3  Power Consumption
2017-01-02 11:00:00,27645.56962,20618.84498,16325.78313
2017-01-02 11:10:00,27773.16456,20655.31915,16343.13253
2017-01-02 11:20:00,27894.68354,20808.51064,16458.79518
2017-01-02 11:30:00,28532.65823,nan,16429.87952
2017-01-02 11:40:00,28818.22785,21020.06079,nan
2017-01-02 11:50:00,nan,20870.51672,16857.83133
2017-01-02 12:00:00,28939.74684,20757.44681,16742.16867
2017-01-02 12:10:00,29152.40506,20429.17933,nan
2017-01-02 12:20:00,29674.93671,19608.51064,18373.01205
2017-01-02 12:30:00,29826.83544,nan,nan
2017-01-02 12:40:00,29905.82278,19706.99088,nan
2017-01-02 12:50:00,29990.88608,19597.56839,nan
2017-01-02 13:00:00,29966.58228,nan,nan
2017-01-02 13:10:00,29881.51899,19568.38906,nan
2017-01-02 13:20:00,29760.0,19608.51064,19292.53012
2017-01-02 13:30:00,nan,nan,nan
2017-01-02 13:40:00,29140.25316,19462.61398,18621.68675
2017-01-02 13:50:00,28872.91139,19469.90881,18586.98795
2017-01-02 14:00:00,nan,nan,18714.21687
2017-01-02 14:10:00,28502.27848,19914.89362,nan
2017-01-02 14:20:00,28684.55696,19936.77812,18644.81928
2017-01-02 14:30:00,28617.72152,nan,18517.59036
2017-01-02 14:40:00,28635.94937,nan,18199.51807
2017-01-02 14:50:00,nan,21669.30091,16800.0
2017-01-02 15:00:00,nan,21559.87842,nan
2017-01-02 15:10:00,28696.70886,21574.46809,nan
2017-01-02 15:20:00,nan,nan,nan
2017-01-02 15:30:00,29255.6962,nan,16586.0241
2017-01-02 15:40:00,nan,21275.37994,16372.04819
2017-01-02 15:50:00,29091.64557,20936.17021,16210.12048
2017-01-02 16:00:00,29030.88608,20728.26748,16111.80723
2017-01-02 16:10:00,29267.8481,20750.15198,16059.75904
2017-01-02 16:20:00,nan,20611.55015,16181.20482
2017-01-02 16:30:00,30161.01266,nan,nan
2017-01-02 16:40:00,31011.64557,20604.25532,nan
2017-01-02 16:50:00,nan,20607.90274,17008.19277
2017-01-02 17:00:00,32390.88608,21198.78419,18026.0241
2017-01-02 17:10:00,33685.06329,nan,19836.14458
2017-01-02 17:20:00,nan,23908.81459,22791.3253
2017-01-02 17:30:00,38187.34177,nan,nan
2017-01-02 17:40:00,40648.10127,26764.74164,nan
2017-01-02 17:50:00,41565.56962,nan,25156.62651
2017-01-02 18:00:00,nan,27206.07903,25497.83133
2017-01-02 18:10:00,nan,27114.89362,nan
2017-01-02 18:20:00,nan,26888.7538,25526.74699
2017-01-02 18:30:00,nan,nan,nan
2017-01-02 18:40:00,41808.60759,26979.93921,nan
2017-01-02 18:50:00,nan,26786.62614,25619.27711
2017-01-02 19:00:00,41280.0,26731.91489,25659.75904
2017-01-02 19:10:00,41583.79747,nan,25636.62651
2017-01-02 19:20:00,41851.13924,27045.59271,25567.22892
2017-01-02 19:30:00,41608.10127,26874.16413,25538.31325
2017-01-02 19:40:00,nan,26866.8693,25411.08434
2017-01-02 19:50:00,41273.92405,nan,nan
2017-01-02 20:00:00,40939.74684,26531.30699,nan
2017-01-02 20:10:00,41249.62025,nan,25723.37349
2017-01-02 20:20:00,41316.4557,26921.58055,nan
2017-01-02 20:30:00,41182.78481,26859.57447,25630.84337
2017-01-02 20:40:00,41061.26582,nan,25549.87952
2017-01-02 20:50:00,nan,26691.79331,25659.75904
2017-01-02 21:00:00,40830.37975,nan,25619.27711
2017-01-02 21:10:00,40356.4557,nan,25630.84337
2017-01-02 21:20:00,39797.46835,26082.67477,25162.40964
2017-01-02 21:30:00,39116.96203,nan,24879.03614
2017-01-02 21:40:00,nan,25572.03647,24566.74699
2017-01-02 21:50:00,38102.27848,25003.03951,24156.14458
2017-01-02 22:00:00,37792.40506,24755.0152,nan
2017-01-02 22:10:00,37117.97468,24295.44073,23323.37349
2017-01-02 22:20:00,36218.73418,23700.91185,23190.36145
2017-01-02 22:30:00,nan,nan,nan
2017-01-02 22:40:00,nan,22869.30091,22236.14458
2017-01-02 22:50:00,33909.87342,nan,nan
2017-01-02 23:00:00,nan,21753.19149,21166.26506
2017-01-02 23:10:00,31916.96203,21136.77812,nan
2017-01-02 23:20:00,30252.1519,20593.31307,nan
2017-01-02 23:30:00,29346.83544,20221.2766,nan
2017-01-02 23:40:00,28593.41772,19455.31915,19043.85542
2017-01-02 23:50:00,27779.24051,19079.63526,nan
2017-01-03 00:00:00,nan,nan,18072.28916
2017-01-03 00:10:00,26150.88608,18076.59574,17644.33735
2017-01-03 00:20:00,25433.92405,nan,nan
2017-01-03 00:30:00,24947.8481,nan,16811.56627
2017-01-03 00:40:00,nan,16737.99392,16476.14458
2017-01-03 00:50:00,23884.55696,16037.68997,15984.57831
2017-01-03 01:00:00,23422.78481,nan,nan
2017-01-03 01:10:00,23222.27848,nan,nan
2017-01-03 01:20:00,nan,15432.21884,nan
2017-01-03 01:30:00,22365.56962,14994.52888,nan
2017-01-03 01:40:00,22098.22785,14837.68997,14943.61446
2017-01-03 01:50:00,21946.32911,nan,nan
2017-01-03 02:00:00,nan,nan,14475.18072
2017-01-03 02:10:00,21575.6962,14155.6231,14266.98795
2017-01-03 02:20:00,21502.78481,nan,14255.42169
2017-01-03 02:30:00,21332.65823,nan,14226.50602
2017-01-03 02:40:00,nan,13816.41337,14180.24096
2017-01-03 02:50:00,21065.31646,13889.3617,nan
2017-01-03 03:00:00,nan,nan,13769.63855
2017-01-03 03:10:00,20931.64557,nan,13775.42169
2017-01-03 03:20:00,20658.22785,nan,nan
2017-01-03 03:30:00,nan,nan,13711.80723
2017-01-03 03:40:00,nan,13579.33131,nan
2017-01-03 03:50:00,20330.12658,13462.61398,13486.26506
2017-01-03 04:00:00,20202.53165,nan,13468.91566
2017-01-03 04:10:00,nan,13550.15198,nan
2017-01-03 04:20:00,19989.87342,13641.33739,13625.06024
2017-01-03 04:30:00,nan,nan,nan
2017-01-03 04:40:00,20129.62025,13615.80547,13596.14458
2017-01-03 04:50:00,nan,13626.74772,13578.79518
2017-01-03 05:00:00,20390.88608,nan,13688.6747
2017-01-03 05:10:00,20500.25316,13841.94529,13677.10843
2017-01-03 05:20:00,20755.44304,13885.71429,13891.08434
2017-01-03 05:30:00,20986.32911,13940.42553,13972.04819
2017-01-03 05:40:00,21454.17722,14144.68085,14301.68675
2017-01-03 05:50:00,22122.53165,14648.02432,14810.60241
2017-01-03 06:00:00,22954.93671,15403.03951,14874.21687
2017-01-03 06:10:00,23605.06329,nan,14648.6747
2017-01-03 06:20:00,24255.18987,15516.10942,nan
2017-01-03 06:30:00,24656.20253,15702.12766,nan
2017-01-03 06:40:00,nan,16034.04255,nan
2017-01-03 06:50:00,24607.59494,16001.21581,14405.78313
2017-01-03 07:00:00,24534.68354,nan,14342.16867
2017-01-03 07:10:00,24662.27848,16486.32219,14122.40964
2017-01-03 07:20:00,24534.68354,16639.51368,nan
2017-01-03 07:30:00,nan,16329.48328,nan
2017-01-03 07:40:00,23811.64557,nan,11884.33735
2017-01-03 07:50:00,nan,nan,11624.09639
2017-01-03 08:00:00,23884.55696,15957.44681,11780.24096
2017-01-03 08:10:00,24522.53165,nan,nan
2017-01-03 08:20:00,nan,16635.86626,11959.51807
2017-01-03 08:30:00,25251.64557,17084.49848,12167.71084
2017-01-03 08:40:00,nan,nan,12578.31325
2017-01-03 08:50:00,26466.83544,17595.13678,12861.68675
2017-01-03 09:00:00,nan,nan,13110.36145
2017-01-03 09:10:00,nan,nan,13353.25301
2017-01-03 09:20:00,28107.34177,nan,nan
2017-01-03 09:30:00,28417.21519,19105.16717,13885.3012
2017-01-03 09:40:00,nan,nan,14186.0241
2017-01-03 09:50:00,29383.29114,19254.71125,14110.84337
2017-01-03 10:00:00,nan,nan,nan
2017-01-03 10:10:00,30756.4557,19728.87538,14521.44578
2017-01-03 10:20:00,nan,20254.10334,nan
2017-01-03 10:30:00,31272.91139,20538.60182,nan
2017-01-03 10:40:00,31844.05063,20994.52888,15053.49398
2017-01-03 10:50:00,nan,21089.3617,nan
2017-01-03 11:00:00,32749.36709,21155.0152,nan
2017-01-03 11:10:00,32974.17722,21246.20061,15637.59036
2017-01-03 11:20:00,33004.55696,nan,nan
2017-01-03 11:30:00,33217.21519,nan,nan
2017-01-03 11:40:00,nan,21424.92401,16025.06024
2017-01-03 11:50:00,nan,21479.63526,16094.45783
2017-01-03 12:00:00,33168.60759,nan,16285.3012
2017-01-03 12:10:00,33751.89873,21822.4924,16372.04819
2017-01-03 12:20:00,nan,nan,16435.66265
2017-01-03 12:30:00,nan,21789.66565,16614.93976
2017-01-03 12:40:00,34468.86076,21833.43465,nan
2017-01-03 12:50:00,34468.86076,21848.02432,16788.43373
2017-01-03 13:00:00,34341.26582,21672.94833,16632.28916
2017-01-03 13:10:00,33964.55696,21669.30091,16898.31325
2017-01-03 13:20:00,33502.78481,21702.12766,nan
2017-01-03 13:30:00,33302.27848,21472.34043,nan
2017-01-03 13:40:00,33356.96203,nan,16863.61446
2017-01-03 13:50:00,33271.89873,nan,16759.51807
2017-01-03 14:00:00,32627.8481,21541.64134,16771.08434
2017-01-03 14:10:00,32694.68354,nan,16782.6506
2017-01-03 14:20:00,nan,21483.28267,16597.59036
2017-01-03 14:30:00,32269.36709,nan,16325.78313
2017-01-03 14:40:00,32293.67089,21698.48024,16412.53012
2017-01-03 14:50:00,32208.60759,nan,16296.86747
2017-01-03 15:00:00,nan,21424.92401,nan
2017-01-03 15:10:00,32567.08861,21574.46809,nan
2017-01-03 15:20:00,nan,21392.09726,16562.89157
2017-01-03 15:30:00,32336.20253,nan,nan
2017-01-03 15:40:00,32257.21519,21439.51368,16487.71084
2017-01-03 15:50:00,31983.79747,21162.31003,nan
2017-01-03 16:00:00,nan,nan,16429.87952
2017-01-03 16:10:00,31874.43038,21045.59271,16458.79518
2017-01-03 16:20:00,31740.75949,21155.0152,16435.66265
2017-01-03 16:30:00,32196.4557,21049.24012,16499.27711
2017-01-03 16:40:00,32263.29114,21224.31611,16713.25301
2017-01-03 16:50:00,nan,21523.40426,nan
2017-01-03 17:00:00,33241.51899,nan,17852.53012
2017-01-03 17:10:00,34669.36709,22686.93009,19402.40964
2017-01-03 17:20:00,36200.50633,23850.45593,nan
2017-01-03 17:30:00,39062.27848,nan,23866.98795
2017-01-03 17:40:00,41486.58228,26786.62614,24803.85542
2017-01-03 17:50:00,42312.91139,27213.37386,25145.06024
2017-01-03 18:00:00,nan,27209.72644,25347.46988
2017-01-03 18:10:00,42750.37975,27300.91185,25544.09639
2017-01-03 18:20:00,42871.89873,27257.14286,nan
2017-01-03 18:30:00,42993.41772,27279.02736,25700.24096
2017-01-03 18:40:00,42823.29114,27235.25836,25671.3253
2017-01-03 18:50:00,42677.46835,nan,25786.98795
2017-01-03 19:00:00,42434.43038,27217.02128,25740.72289
2017-01-03 19:10:00,nan,27271.73252,25995.18072
2017-01-03 19:20:00,42720.0,27257.14286,25833.25301
2017-01-03 19:30:00,42689.62025,27206.07903,25746.50602
2017-01-03 19:40:00,nan,nan,25688.6747
2017-01-03 19:50:00,42288.60759,26855.92705,nan
2017-01-03 20:00:00,41960.50633,nan,25891.08434
2017-01-03 20:10:00,42416.20253,27151.36778,26076.14458
2017-01-03 20:20:00,42519.49367,27253.49544,26122.40964
2017-01-03 20:30:00,42318.98734,27176.8997,26157.10843
2017-01-03 20:40:00,42221.77215,27155.0152,26238.07229
2017-01-03 20:50:00,42033.41772,27005.47112,25989.39759
2017-01-03 21:00:00,41571.64557,nan,nan
2017-01-03 21:10:00,nan,26772.03647,25619.27711
2017-01-03 21:20:00,40490.12658,nan,nan
2017-01-03 21:30:00,39870.37975,nan,25226.0241
2017-01-03 21:40:00,39347.8481,25947.72036,24734.45783
2017-01-03 21:50:00,38916.4557,nan,24294.93976
2017-01-03 22:00:00,37962.53165,24962.91793,nan
2017-01-03 22:10:00,37300.25316,24641.94529,23953.73494
2017-01-03 22:20:00,nan,24058.35866,nan
2017-01-03 22:30:00,35750.88608,23544.07295,23034.21687
2017-01-03 22:40:00,34535.6962,23164.74164,22513.73494
2017-01-03 22:50:00,33654.68354,22581.15502,22051.08434
2017-01-03 23:00:00,32457.72152,21610.94225,21443.85542
2017-01-03 23:10:00,31686.07595,21082.06687,20593.73494
2017-01-03 23:20:00,30847.59494,20768.38906,nan
2017-01-03 23:30:00,30063.79747,nan,nan
2017-01-03 23:40:00,29298.22785,19728.87538,19113.25301
2017-01-03 23:50:00,nan,nan,18783.61446
2017-01-04 00:00:00,27657.72152,18612.76596,nan
2017-01-04 00:10:00,27153.41772,18350.15198,nan
2017-01-04 00:20:00,nan,nan,17551.80723
2017-01-04 00:30:00,26053.67089,17361.70213,17280.0
2017-01-04 00:40:00,25525.06329,17066.2614,nan
2017-01-04 00:50:00,24795.94937,16402.43161,16239.03614
2017-01-04 01:00:00,23975.6962,15833.43465,15892.04819
2017-01-04 01:10:00,23562.53165,15643.769,nan
2017-01-04 01:20:00,23179.74684,nan,nan
2017-01-04 01:30:00,23076.4557,14994.52888,15371.56627
2017-01-04 01:40:00,22918.48101,nan,nan
2017-01-04 01:50:00,nan,14378.1155,14845.3012
2017-01-04 02:00:00,22450.63291,14144.68085,14775.90361
2017-01-04 02:10:00,22237.97468,nan,14718.07229
2017-01-04 02:20:00,22086.07595,nan,nan
2017-01-04 02:30:00,21751.89873,13798.17629,nan
2017-01-04 02:40:00,21770.12658,nan,14099.27711
2017-01-04 02:50:00,nan,nan,14168.6747
2017-01-04 03:00:00,21569.62025,13542.85714,14081.92771
2017-01-04 03:10:00,21393.41772,13433.43465,nan
2017-01-04 03:20:00,nan,nan,13914.21687
2017-01-04 03:30:00,nan,13407.90274,nan
2017-01-04 03:40:00,21363.03797,13375.07599,13948.91566
2017-01-04 03:50:00,21308.35443,13404.25532,13781.20482
2017-01-04 04:00:00,21120.0,13294.83283,13839.03614
2017-01-04 04:10:00,21053.16456,nan,13775.42169
2017-01-04 04:20:00,20378.73418,13272.94833,13821.68675
2017-01-04 04:30:00,nan,13393.31307,13821.68675
2017-01-04 04:40:00,19746.83544,13265.6535,nan
2017-01-04 04:50:00,19661.77215,nan,nan
2017-01-04 05:00:00,19746.83544,13524.62006,nan
2017-01-04 05:10:00,20087.08861,13663.22188,14047.22892
2017-01-04 05:20:00,21533.16456,13725.22796,nan
2017-01-04 05:30:00,21818.73418,13951.36778,14214.93976
2017-01-04 05:40:00,22049.62025,nan,14290.12048
2017-01-04 05:50:00,22869.87342,nan,14793.25301
2017-01-04 06:00:00,23696.20253,15359.27052,15163.37349
2017-01-04 06:10:00,23878.48101,nan,15036.14458
2017-01-04 06:20:00,nan,nan,nan
2017-01-04 06:30:00,24346.32911,15373.86018,14648.6747
2017-01-04 06:40:00,nan,15753.19149,14718.07229
2017-01-04 06:50:00,24716.96203,15734.95441,nan
2017-01-04 07:00:00,nan,15826.13982,nan
2017-01-04 07:10:00,24911.39241,16132.5228,14347.95181
2017-01-04 07:20:00,24443.5443,16117.93313,13301.20482
2017-01-04 07:30:00,nan,15796.96049,12526.26506
2017-01-04 07:40:00,23763.03797,15716.71733,11965.3012
2017-01-04 07:50:00,23605.06329,nan,11329.15663
2017-01-04 08:00:00,24066.83544,nan,11392.77108
2017-01-04 08:10:00,24637.97468,15950.15198,nan
2017-01-04 08:20:00,24990.37975,16216.41337,nan
2017-01-04 08:30:00,25482.53165,16541.03343,nan
2017-01-04 08:40:00,26041.51899,17223.1003,12161.92771
2017-01-04 08:50:00,26472.91139,17638.90578,12682.40964
2017-01-04 09:00:00,26849.62025,18040.12158,13416.86747
2017-01-04 09:10:00,nan,18528.87538,nan
2017-01-04 09:20:00,28441.51899,18758.66261,13769.63855
2017-01-04 09:30:00,28891.13924,19287.53799,13937.3494
2017-01-04 09:40:00,29122.02532,19597.56839,14110.84337
2017-01-04 09:50:00,nan,20429.17933,14382.6506
2017-01-04 10:00:00,29122.02532,nan,14718.07229
2017-01-04 10:10:00,29134.17722,20863.22188,14851.08434
2017-01-04 10:20:00,29899.74684,21202.43161,15093.9759
2017-01-04 10:30:00,30507.34177,nan,nan
2017-01-04 10:40:00,30932.65823,21563.52584,15637.59036
2017-01-04 10:50:00,31266.83544,21475.98784,15805.3012
2017-01-04 11:00:00,31485.56962,21734.95441,nan
2017-01-04 11:10:00,nan,22128.87538,nan
2017-01-04 11:20:00,32111.39241,nan,nan
2017-01-04 11:30:00,32615.6962,22362.31003,16441.44578
2017-01-04 11:40:00,34444.55696,21392.09726,16366.26506
2017-01-04 11:50:00,34438.48101,nan,16493.49398
2017-01-04 12:00:00,33873.41772,21942.85714,16267.95181
2017-01-04 12:10:00,nan,nan,16562.89157
2017-01-04 12:20:00,34158.98734,nan,16557.10843
2017-01-04 12:30:00,34444.55696,21928.26748,16649.63855
2017-01-04 12:40:00,nan,22030.39514,nan
2017-01-04 12:50:00,34116.4557,22333.1307,16811.56627
2017-01-04 13:00:00,33855.18987,22256.53495,16817.3494
2017-01-04 13:10:00,33703.29114,21968.38906,17100.72289
2017-01-04 13:20:00,nan,21913.67781,16985.06024
2017-01-04 13:30:00,nan,21669.30091,nan
2017-01-04 13:40:00,nan,21596.35258,16747.95181
2017-01-04 13:50:00,32810.12658,21713.06991,16695.90361
2017-01-04 14:00:00,nan,21603.64742,nan
2017-01-04 14:10:00,32433.41772,21578.1155,16701.68675
2017-01-04 14:20:00,32342.27848,21413.98176,nan
2017-01-04 14:30:00,32506.32911,nan,16545.54217
2017-01-04 14:40:00,32706.83544,21789.66565,16453.01205
2017-01-04 14:50:00,32488.10127,21702.12766,16453.01205
2017-01-04 15:00:00,nan,21527.05167,16383.61446
2017-01-04 15:10:00,32591.39241,nan,nan
2017-01-04 15:20:00,32336.20253,nan,16314.21687
2017-01-04 15:30:00,nan,21829.78723,16250.60241
2017-01-04 15:40:00,32293.67089,nan,nan
2017-01-04 15:50:00,31983.79747,21231.61094,nan
2017-01-04 16:00:00,31552.40506,20994.52888,15892.04819
2017-01-04 16:10:00,nan,20859.57447,15961.44578
2017-01-04 16:20:00,31613.16456,21012.76596,15920.96386
2017-01-04 16:30:00,31692.1519,21122.18845,16048.19277
2017-01-04 16:40:00,31752.91139,20998.17629,nan
2017-01-04 16:50:00,31673.92405,21045.59271,16481.92771
2017-01-04 17:00:00,32166.07595,nan,17395.66265
2017-01-04 17:10:00,33277.97468,nan,18795.18072
2017-01-04 17:20:00,nan,23482.06687,nan
2017-01-04 17:30:00,38339.24051,25382.37082,nan
2017-01-04 17:40:00,41182.78481,nan,24618.79518
2017-01-04 17:50:00,42179.24051,27443.16109,25179.75904
2017-01-04 18:00:00,nan,27665.6535,nan
2017-01-04 18:10:00,43309.36709,27698.48024,25613.49398
2017-01-04 18:20:00,nan,27479.63526,25625.06024
2017-01-04 18:30:00,43133.16456,27311.8541,25555.66265
2017-01-04 18:40:00,43242.53165,27304.55927,25596.14458
2017-01-04 18:50:00,nan,nan,25671.3253
2017-01-04 19:00:00,43163.5443,27443.16109,25659.75904
