DateTime,Appliances,lights,T1,RH_1,T2,RH_2
2016-01-13 17:20:00,90,0,nan,40.6633333333333,18.7,39.7
2016-01-13 17:30:00,110,nan,19.29,40.6633333333333,18.7,39.7
2016-01-13 17:40:00,90,10,19.29,nan,18.7,39.7
2016-01-13 17:50:00,nan,0,19.29,40.73,18.7,39.76
2016-01-13 18:00:00,100,10,19.29,40.79,18.7,39.8266666666667
2016-01-13 18:10:00,110,0,19.29,40.73,nan,39.9
2016-01-13 18:20:00,100,10,19.26,40.7,nan,39.9
2016-01-13 18:30:00,90,nan,19.26,40.76,18.7,39.9666666666667
2016-01-13 18:40:00,90,nan,19.29,40.9,18.7,40.0
2016-01-13 18:50:00,180,10,nan,40.8266666666667,18.7,40.0
2016-01-13 19:00:00,140,0,19.29,41.15,18.79,40.09
2016-01-13 19:10:00,100,nan,19.323333333333295,42.1566666666667,18.79,40.09
2016-01-13 19:20:00,110,20,19.39,42.09666666666671,18.823333333333295,40.1566666666667
2016-01-13 19:30:00,340,20,19.39,41.73,nan,40.23
2016-01-13 19:40:00,380,nan,19.39,41.6566666666667,18.89,40.4
2016-01-13 19:50:00,210,30,19.39,41.59,nan,40.4
2016-01-13 20:00:00,150,20,19.463333333333296,41.59,19.0,40.4
2016-01-13 20:10:00,330,20,19.5,41.6,19.0,40.4
2016-01-13 20:20:00,420,20,19.5,41.3266666666667,19.0,40.5
2016-01-13 20:30:00,330,20,19.533333333333296,41.29,19.0,40.5
2016-01-13 20:40:00,nan,20,nan,nan,19.1,40.7
2016-01-13 20:50:00,130,nan,nan,41.5,19.1,40.8266666666667
2016-01-13 21:00:00,110,20,19.6,nan,19.1666666666667,nan
2016-01-13 21:10:00,nan,10,nan,41.59,19.1333333333333,40.9
2016-01-13 21:20:00,nan,0,nan,41.53,19.1333333333333,40.9
2016-01-13 21:30:00,360,0,19.6,41.5,19.1,40.9666666666667
2016-01-13 21:40:00,330,0,nan,41.69333333333329,19.1,40.8266666666667
2016-01-13 21:50:00,310,0,nan,42.0,19.1,nan
2016-01-13 22:00:00,270,0,19.6,42.0,nan,40.73
2016-01-13 22:10:00,nan,0,19.6,42.145,nan,40.6333333333333
2016-01-13 22:20:00,170,10,19.6,nan,19.0,40.56
2016-01-13 22:30:00,60,nan,19.6,nan,19.0,40.6566666666667
2016-01-13 22:40:00,30,0,19.5,42.0,19.0,40.93
2016-01-13 22:50:00,nan,0,19.5,42.1333333333333,18.963333333333296,nan
2016-01-13 23:00:00,30,0,19.5,42.2,18.89,41.2
2016-01-13 23:10:00,40,nan,19.4266666666667,nan,18.89,41.29
2016-01-13 23:20:00,50,0,19.39,nan,18.823333333333295,41.23
2016-01-13 23:30:00,nan,0,19.39,42.09,18.79,41.29
2016-01-13 23:40:00,40,0,nan,42.09,18.79,41.29
2016-01-13 23:50:00,40,nan,19.29,42.09,18.7,41.4
2016-01-14 00:00:00,50,0,19.29,42.09,18.7,41.4
2016-01-14 00:10:00,50,0,19.29,42.09,18.6333333333333,41.3266666666667
2016-01-14 00:20:00,nan,0,19.2,42.06,18.6,41.29
2016-01-14 00:30:00,60,nan,19.2,42.06,18.6,41.29
2016-01-14 00:40:00,40,0,19.2,42.09,18.6,nan
2016-01-14 00:50:00,40,0,19.1333333333333,42.09,18.533333333333296,nan
2016-01-14 01:00:00,nan,0,nan,nan,nan,nan
2016-01-14 01:10:00,40,0,19.1,42.09,18.5,41.29
2016-01-14 01:20:00,30,0,19.1,42.09,18.463333333333296,nan
2016-01-14 01:30:00,30,0,19.0,nan,18.39,41.2
2016-01-14 01:40:00,nan,0,19.0,42.06,18.39,41.29
2016-01-14 01:50:00,nan,0,19.0,42.09,18.39,41.29
2016-01-14 02:00:00,40,0,19.0,42.09,nan,41.29
2016-01-14 02:10:00,nan,0,18.963333333333296,42.09,18.29,41.29
2016-01-14 02:20:00,nan,0,18.89,42.1633333333333,18.29,41.4
2016-01-14 02:30:00,nan,0,18.89,42.2,nan,nan
2016-01-14 02:40:00,40,nan,18.89,42.2,18.2,41.29
2016-01-14 02:50:00,50,0,18.79,42.1266666666667,nan,41.363333333333294
2016-01-14 03:00:00,50,0,18.79,42.2,18.2,41.4
2016-01-14 03:10:00,nan,0,18.79,42.2,18.2,41.425
2016-01-14 03:20:00,40,nan,nan,42.2,18.1333333333333,41.5
2016-01-14 03:30:00,50,nan,18.76,42.23,18.1,41.5
2016-01-14 03:40:00,40,0,18.7,nan,18.1,41.5
2016-01-14 03:50:00,40,nan,18.7,42.29,18.1,41.59
2016-01-14 04:00:00,20,0,18.7,42.29,18.033333333333296,41.53
2016-01-14 04:10:00,30,nan,18.7,nan,18.1,41.59
2016-01-14 04:20:00,30,0,18.7,nan,18.1,41.59
2016-01-14 04:30:00,nan,0,18.6666666666667,42.29,18.0,nan
2016-01-14 04:40:00,nan,0,nan,42.29,18.0,41.56
2016-01-14 04:50:00,nan,nan,18.6,42.29,18.0,41.59
2016-01-14 05:00:00,40,0,18.6,42.3266666666667,nan,41.59
2016-01-14 05:10:00,50,0,18.6,nan,17.9633333333333,41.7
2016-01-14 05:20:00,40,nan,18.6,42.4,17.89,41.7
2016-01-14 05:30:00,50,0,18.533333333333296,nan,17.89,nan
2016-01-14 05:40:00,50,0,18.5,42.433333333333294,17.89,41.7
2016-01-14 05:50:00,40,0,18.5,42.5,17.89,41.73
2016-01-14 06:00:00,50,0,nan,nan,17.89,41.79
2016-01-14 06:10:00,40,nan,18.5,42.5,17.79,41.73
2016-01-14 06:20:00,40,0,18.463333333333296,42.56,17.84,41.79
2016-01-14 06:30:00,40,0,nan,nan,17.79,41.79
2016-01-14 06:40:00,40,0,18.39,42.53,17.79,nan
2016-01-14 06:50:00,30,10,nan,42.59,17.79,nan
2016-01-14 07:00:00,70,10,18.39,42.59,17.79,41.9
2016-01-14 07:10:00,360,20,18.39,42.863333333333294,nan,nan
2016-01-14 07:20:00,400,10,18.39,43.36,17.79,42.23
2016-01-14 07:30:00,nan,10,18.39,43.9666666666667,17.79,42.43
2016-01-14 07:40:00,70,0,18.39,44.09,17.79,42.6266666666667
2016-01-14 07:50:00,390,nan,18.39,44.0225,nan,nan
2016-01-14 08:00:00,100,0,18.39,nan,17.76,42.7
2016-01-14 08:10:00,80,10,18.39,43.76,17.7,42.6266666666667
2016-01-14 08:20:00,70,0,nan,43.7,17.7,42.59
2016-01-14 08:30:00,nan,10,nan,43.59,nan,42.53
2016-01-14 08:40:00,nan,0,18.39,43.53,nan,42.5
2016-01-14 08:50:00,180,10,18.39,nan,17.7,nan
2016-01-14 09:00:00,nan,0,18.39,43.29,17.79,42.29
2016-01-14 09:10:00,70,20,18.4266666666667,43.3266666666667,17.79,42.23
2016-01-14 09:20:00,70,10,18.5,43.4,17.9266666666667,42.2
2016-01-14 09:30:00,180,20,nan,nan,18.025,42.1175
2016-01-14 09:40:00,170,20,18.533333333333296,nan,18.1,42.09
2016-01-14 09:50:00,390,30,nan,43.29,18.23,42.03
2016-01-14 10:00:00,420,20,18.6666666666667,43.49,18.29,42.09
2016-01-14 10:10:00,nan,nan,nan,43.6333333333333,18.39,42.09
2016-01-14 10:20:00,550,10,18.7,nan,18.39,42.09
2016-01-14 10:30:00,nan,10,18.79,nan,18.5,42.06
2016-01-14 10:40:00,620,10,18.79,43.69333333333329,nan,41.7266666666667
2016-01-14 10:50:00,nan,10,nan,43.26,nan,nan
2016-01-14 11:00:00,490,nan,18.9175,43.05,18.7,41.3266666666667
2016-01-14 11:10:00,260,20,19.0,42.933333333333294,18.823333333333295,nan
